location,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Chile,2021,491796304.0,1200731.0,1203799.442,11027818.0,22609.0,22670.871,91774.598,61250.115,61406.613,1990.08,1153.298,1156.461,363.84,592139.0,30205.415,0.0,0.0,242094.0,12349.38,726970.0,37083.229,6068294653.0,20677748.0,311303.402,1060.767,20613764.0,1057.48,20.8867,11904.7,7926071394.0,3918006299.0,3358518779.0,756558485.0,44291609.0,43829853.0,226.05,88.29,84.41,3859.28,2235793.0,17259552.0,88.041,23590.17,8862.93,12921.0,4046.755,2532.37,8309968.505,474.5,46717.445,3087.9,12483.000000000002,15147.5,0.0,770.15,29265.7,310.615,7155363640.0,1472927.121,868.16,1141.76,75561.1351
Chile,2022,1403657716.0,3207034.0,3208262.719,20218914.0,23999.0,24023.696,255367.599,163592.999,163655.695,3214.285,1224.2050000000002,1225.435,370.32,110827.0,5653.357,0.0,0.0,43869.0,2237.81,368284.0,18786.413,5917068011.0,12652006.0,303545.484,649.051,12639314.0,648.394,24.3424,1854.7,20633039238.0,6529424706.0,6361163413.0,7951604378.0,18308141.0,18781841.0,319.45,92.24,90.27,40561.69,958088.0,814951.0,4.158,8879.15,8862.93,12921.0,4046.755,2532.37,8309968.505,474.5,46717.445,3087.9,12483.000000000002,15147.5,0.0,770.15,29265.7,310.615,7155363640.0,2669575.303,950.67,1040.51,136176.8649
Chile,2023,1915848157.0,279939.0,279938.995,22647413.0,1878.0,1877.988,269647.479,14279.880000000001,14279.874,3289.271,95.8,95.802,2.21,12800.0,652.922,0.0,0.0,4399.0,224.361,48513.0,2474.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385220736.0,669178084.0,654827470.0,1015619636.0,63947.0,4195654.0,341.06,92.27,90.29,5180.71,213886.0,5466.0,0.031,0.0,8862.93,12921.0,4046.755,2532.37,8309968.505,474.5,46717.445,3087.9,12483.000000000002,15147.5,0.0,770.15,29265.7,310.615,7155363640.0,2325600.359,615.48,148.57999999999998,118474.2323
Chile,2024,408690934.0,57422.0,51273.71,4742090.0,311.0,283.563,272576.615,2929.1369999999997,2615.503,3150.879,15.860999999999999,14.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1869.714,2725.7999999999997,853.699,534.226,1753061.849,100.10000000000001,9855.461,651.4200000000001,2633.4,3195.5,0.0,162.47,6173.860000000001,65.527,1509487672.0,0.0,0.0,0.0,0.0
China,2020,28266643.0,96324.0,96149.603,1404019.0,4777.0,4774.996,67.554,67.552,67.42099999999999,3.35,3.35,3.344,352.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000000.0,0.0,175.328,0.0,2191993976.0,1537.232,0.0004,72832687.4,6000000.0,0.0,0.0,0.0,0.0,3000000.0,0.32,,,0.0,2096.0,0.0,0.0,24988.059999999998,53457.988000000005,14009.400000000001,3852.042,2146.2980000000002,5541753.744,253.39999999999998,94807.438,3525.88,687.8,17520.8,0.0,1571.08,27841.42,275.482,516171224320.0,0.0,0.0,0.0,0.0
China,2021,41773740.0,34534.0,34555.717,1931305.0,922.0,924.0120000000001,91.773,24.22,24.235,3.997,0.646,0.639,373.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5391044160.0,3780.67,0.0,136674694.5,440076478700.0,6375309000.0,19267006000.0,370035000.0,2754869000.0,2792359210.0,198.85,88.36,84.68,25.950000000000003,1958324.0,654947289.0,45.885,27052.36,53901.01,14125.500000000002,3883.965,2164.085,5587679.88,255.49999999999997,95593.135,3555.1,693.5,17666.0,0.0,1584.1,28072.149999999998,277.765,520448886400.0,0.0,0.0,0.0,0.0
China,2022,2075472686.0,62314792.0,62314943.98,7081740.0,33296.0,33296.011,43794.238,43702.469,43702.584,27.348,23.348,23.352,400.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9214000000.0,0.0,6461.913,0.0,1491768384.0,1046.1580000000001,0.0158,6711183.3,1213441789000.0,44944620000.0,47472957000.0,23357839000.0,642762000.0,678940151.0,243.92,91.68,89.35,1638.12,476155.0,49263644.0,3.429,28310.86,53901.01,14125.500000000002,3883.965,2164.085,5587679.88,255.49999999999997,95593.135,3555.1,693.5,17666.0,0.0,1584.1,28072.149999999998,277.765,520448886400.0,0.0,0.0,0.0,0.0
China,2023,36085649572.0,36877077.0,36876575.573,42361510.0,82898.0,82894.578,69656.783,25862.547,25862.217,85.486,58.141999999999996,58.141999999999996,2.0700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59239790000.0,6551051000.0,6382789000.0,4132654000.0,9964000.0,15558143.0,244.84,91.89,89.54,289.83,10910.0,1622284.0,0.116,0.0,53901.01,14125.500000000002,3883.965,2164.085,5587679.88,255.49999999999997,95593.135,3555.1,693.5,17666.0,0.0,1584.1,28072.149999999998,277.765,520448886400.0,0.0,0.0,0.0,0.0
China,2024,7648420171.0,20468.0,18032.845,9390779.0,153.0,156.432,69671.138,14.355,12.639,85.593,0.108,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,11370.898000000001,2979.9,819.357,456.533,1178770.824,53.9,20166.223,749.98,146.29999999999998,3726.7999999999997,0.0,334.18,5922.07,58.597,109793326720.0,0.0,0.0,0.0,0.0
Colombia,2020,147382989.0,1574707.0,1548239.873,4374717.0,41690.0,41212.584,30356.366,30356.369,29846.127,803.678,803.682,794.487,339.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747368214.0,7737231.0,14507.335,150.186,7531841.0,146.197,48.216,903.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,23129.26,16008.725999999999,11656.400000000001,2767.852,1560.9440000000002,4798291.538000001,1629.0,44974.88,2693.28,1701.4,4887.0,23669.732,619.02,27978.980000000003,277.654,18778398136.0,777156.231765,390.44,1106.81,15259.10498162
Colombia,2021,1368646420.0,3543547.0,3567873.442,34992145.0,87996.0,88424.685,98666.986,68310.616,68779.572,2500.018,1696.3419999999999,1704.617,360.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7066318959.0,21459536.0,137165.953,416.56,21457809.0,416.526,57.508,3935.7,6473107773.0,2821885535.0,2726649528.0,27223883.0,40326466.0,64240572.0,124.71,73.94,54.6,52.480000000000004,1238400.0,37665541.0,72.616,22268.62,16141.395,11753.000000000002,2790.79,1573.88,4838056.385,1642.5,45347.6,2715.6000000000004,1715.5,4927.5,23865.89,624.15,28210.850000000002,279.955,18934020220.0,6323498.02,1648.3,2282.57,122746.8992
Colombia,2022,2236161740.0,1220085.0,1222225.734,50937541.0,12390.0,12438.714,122187.138,23520.153000000002,23561.415,2738.866,238.84799999999998,239.779,284.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183177302.0,4847559.0,81200.632,94.096,5815709.0,112.886,18.989,3025.9,6698315848.0,3322544932.0,2891284926.0,740537365.0,9963841.0,25725296.0,173.09,82.72,71.09,1427.56,495915.0,4682726.0,9.025,10131.12,16141.395,11753.000000000002,2790.79,1573.88,4838056.385,1642.5,45347.6,2715.6000000000004,1715.5,4927.5,23865.89,624.15,28210.850000000002,279.955,18934020220.0,9556189.04,1534.4,546.0,184219.1445
Colombia,2023,2322625842.0,27655.0,27654.998,52073501.0,651.0,651.0,122720.256,533.116,533.106,2751.415,12.55,12.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451151278.0,214826173.0,184779954.0,73422669.0,0.0,547463.0,174.47,82.92,71.36,141.54,10533.0,81599.0,0.183,0.0,16141.395,11753.000000000002,2790.79,1573.88,4838056.385,1642.5,45347.6,2715.6000000000004,1715.5,4927.5,23865.89,624.15,28210.850000000002,279.955,18934020220.0,2680868.72,337.71,10.96,51470.8669
Colombia,2024,490889330.0,18103.0,17523.575,10989979.0,0.0,0.0,123069.236,348.98,337.806,2751.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3405.171,2479.4,588.742,332.024,1020631.0730000001,346.5,9566.48,572.88,361.90000000000003,1039.5,5034.722,131.67,5951.330000000001,59.059000000000005,3994300156.0,0.0,0.0,0.0,0.0
Comoros,2020,79969.0,661.0,642.424,1407.0,7.0,7.007,789.93,789.928,767.714,8.365,8.365,8.365,161.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,158321.424,7384.799999999999,1072.606,624.812,511828.18000000005,6552.200000000001,94668.792,4300.56,1592.8000000000002,8543.2,5637.788,796.4000000000001,23283.839999999997,200.54800000000003,302915446.0,0.0,0.0,0.0,0.0
Comoros,2021,1370477.0,4942.0,4826.879,49435.0,146.0,145.72,6695.882,5905.952,5768.34,182.843,174.477,174.134,329.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6438197.0,3406217.0,2340716.0,0.0,0.0,564642.0,69.5,40.08,29.41,0.0,674778.0,318613.0,38.076,0.0,159633.47999999998,7445.999999999999,1081.4950000000001,629.99,516069.85000000003,6606.500000000001,95453.34000000001,4336.200000000001,1606.0000000000002,8614.0,5684.51,803.0000000000001,23476.8,202.21,305425795.0,0.0,0.0,0.0,0.0
Comoros,2022,3023268.0,3379.0,3512.726,58351.0,7.0,7.286,10733.966,4038.081,4197.872,191.208,8.365,8.713,152.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106516.0,0.0,129.641,0.0,86196.0,104.94000000000001,0.040100000000000004,234731.3,6244709.0,3397401.0,2980475.0,0.0,0.0,259778.0,99.79,52.44,47.45,0.0,310449.0,110233.0,13.177999999999999,0.0,159633.47999999998,7445.999999999999,1081.4950000000001,629.99,516069.85000000003,6606.500000000001,95453.34000000001,4336.200000000001,1606.0000000000002,8614.0,5684.51,803.0000000000001,23476.8,202.21,305425795.0,0.0,0.0,0.0,0.0
Comoros,2023,3315650.0,127.0,126.994,58400.0,0.0,0.0,10885.737,151.771,151.781,191.208,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,159633.47999999998,7445.999999999999,1081.4950000000001,629.99,516069.85000000003,6606.500000000001,95453.34000000001,4336.200000000001,1606.0000000000002,8614.0,5684.51,803.0000000000001,23476.8,202.21,305425795.0,0.0,0.0,0.0,0.0
Comoros,2024,701393.0,0.0,0.0,12320.0,0.0,0.0,10885.737,0.0,0.0,191.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,33676.104,1570.8,228.151,132.902,108869.53000000001,1393.7,20136.732,914.7600000000001,338.8,1817.2,1199.198,169.4,4952.639999999999,42.658,64432291.0,0.0,0.0,0.0,0.0
Congo,2020,877608.0,6389.0,6355.856,15753.0,100.0,100.009,1070.107,1070.105,1064.58,16.749,16.742,16.772,167.89000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,19037.07,5576.61,6878.0,1231.5240000000001,746.806,1767068.972,13394.0,124562.02799999999,2606.4,615.4,18932.6,17362.968,0.0,23374.339999999997,207.78799999999998,2161295660.0,0.0,0.0,0.0,0.0
Congo,2021,4644119.0,13700.0,13603.136,68902.0,267.0,266.715,3364.749,2294.643,2278.406,61.47,44.712,44.71,210.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8653793.0,6403196.0,1950850.0,0.0,1486.0,744818.0,12.71,10.43,2.28,0.0,124751.0,608820.0,10.202,16469.79,5622.825,6935.0,1241.73,752.995,1781713.19,13505.0,125594.31,2628.0,620.5,19089.5,17506.86,0.0,23568.05,209.51,2179206950.0,0.0,0.0,0.0,0.0
Congo,2022,8880157.0,4974.0,5104.011,139821.0,19.0,19.291,4197.855,833.099,854.886,64.652,3.18,3.2399999999999998,71.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783046.0,0.0,134.17899999999997,0.0,3195.0,0.545,0.0,0.0,7439301.0,5510290.0,3157224.0,0.0,0.0,76606.0,13.96,11.65,10.96,0.0,12845.0,75199.0,1.255,12203.17,5622.825,6935.0,1241.73,752.995,1781713.19,13505.0,125594.31,2628.0,620.5,19089.5,17506.86,0.0,23568.05,209.51,2179206950.0,0.0,0.0,0.0,0.0
Congo,2023,9186617.0,150.0,150.01,141859.0,3.0,3.0029999999999997,4222.979,25.119,25.144,65.154,0.502,0.504,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,5622.825,6935.0,1241.73,752.995,1781713.19,13505.0,125594.31,2628.0,620.5,19089.5,17506.86,0.0,23568.05,209.51,2179206950.0,0.0,0.0,0.0,0.0
Congo,2024,1941445.0,2.0,2.002,29953.0,0.0,0.0,4223.314,0.334,0.336,65.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1186.185,1463.0,261.954,158.851,375868.262,2849.0,26495.238,554.4,130.9,4027.1,3693.228,0.0,4971.889999999999,44.19799999999999,459723110.0,0.0,0.0,0.0,0.0
Cook Islands,2020,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27602.5,0.0,6165584.0,0.0,0.0,0.0,0.0
Cook Islands,2021,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209613.0,122623.0,86990.0,0.0,0.0,22780.0,148.77,75.39,73.38,0.0,1337479.0,10207.0,59.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27831.25,0.0,6216680.0,0.0,0.0,0.0,0.0
Cook Islands,2022,1606248.0,6625.0,6625.017,252.0,1.0,1.001,388973.697,388973.696,388973.676,58.713,58.713,58.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448437.0,203399.0,192920.0,50599.0,0.0,15281.0,239.44,88.56,86.4,297.08,897236.0,2103.0,12.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27831.25,0.0,6216680.0,0.0,0.0,0.0,0.0
Cook Islands,2023,2590896.0,578.0,578.011,695.0,1.0,1.001,422909.817,33936.117,33936.14,117.426,58.713,58.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40854.0,15112.0,14728.0,10240.0,0.0,44.0,239.87,88.73,86.47,60.12,2596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27831.25,0.0,6216680.0,0.0,0.0,0.0,0.0
Cook Islands,2024,554631.0,0.0,0.0,154.0,0.0,0.0,422909.817,0.0,0.0,117.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5871.25,0.0,1311464.0,0.0,0.0,0.0,0.0
Costa Rica,2020,13734491.0,164062.0,162179.159,164305.0,2103.0,2072.438,31667.09,31667.089,31303.662,405.919,405.917,400.016,321.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40420740.0,427761.0,7842.657,82.99,420387.0,81.56700000000001,72.802,2460.2,55.0,55.0,0.0,0.0,0.0,1680.0,0.0,0.0,,0.0,322.0,1680.0,0.035,19908.29,34780.598,12163.2,3427.416,2061.228,5620048.19,470.6,49946.226,3178.3599999999997,2316.8,6298.799999999999,30350.442,409.05999999999995,29061.36,293.22,1875462632.0,-1492.8,-20.17,41.019999999999996,-291.385679
Costa Rica,2021,134236840.0,405461.0,407203.137,1697626.0,5246.0,5275.296,109928.784,78261.696,78597.94,1418.497,1012.583,1018.23,374.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472063920.0,1838501.0,91592.528,356.716,1828782.0,354.832,61.695,3665.9,149941722.0,91199690.0,58000831.0,741201.0,0.0,7767950.0,149.71,76.14,67.66,14.3,1499351.0,3944926.0,76.146,20559.45,35068.835,12264.0,3455.82,2078.31,5666623.175000001,474.5,50360.145000000004,3204.7,2336.0,6350.999999999999,30601.964999999997,412.45,29302.2,295.65000000000003,1891005140.0,42452.6009,101.96,233.04,8236.8915
Costa Rica,2022,347130675.0,592164.0,592304.734,3104352.0,1723.0,1724.308,224227.712,114298.926,114326.094,1751.069,332.569,332.846,240.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448111651.0,1411263.0,86945.167,273.82,1392189.0,270.121,28.592,1166.5,355647047.0,147328706.0,136294165.0,63320875.0,0.0,4871870.0,243.33,88.54,82.82,1222.24,940381.0,645330.0,12.463,6996.82,35068.835,12264.0,3455.82,2078.31,5666623.175000001,474.5,50360.145000000004,3204.7,2336.0,6350.999999999999,30601.964999999997,412.45,29302.2,295.65000000000003,1891005140.0,88223.4038,134.82,96.67,17028.797
Costa Rica,2023,445833343.0,68966.0,68966.002,3402282.0,296.0,295.988,237539.463,13311.747000000001,13311.76,1808.202,57.128,57.127,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104530512.0,37000600.0,34703122.0,23187563.0,0.0,931264.0,262.06,89.77,84.35,447.56,179752.0,59125.0,1.087,0.0,35068.835,12264.0,3455.82,2078.31,5666623.175000001,474.5,50360.145000000004,3204.7,2336.0,6350.999999999999,30601.964999999997,412.45,29302.2,295.65000000000003,1891005140.0,0.0,0.0,0.0,0.0
Costa Rica,2024,94760281.0,0.0,0.0,721336.0,0.0,0.0,237539.463,0.0,0.0,1808.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,7398.083,2587.2000000000003,729.036,438.438,1195424.615,100.10000000000001,10623.921,676.06,492.8,1339.8,6455.757,87.00999999999999,6181.56,62.370000000000005,398924372.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,2020,3629641.0,22081.0,21992.71,23560.0,134.0,134.008,784.111,784.111,780.976,4.758,4.765,4.732,301.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30546052.0,246963.0,1111.639,8.995,250006.0,9.098,22.2883,5369.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,14224.880000000001,27656.438000000002,6769.4,1061.7459999999999,572.6840000000001,1303564.172,10208.4,109953.88,876.04,0.0,0.0,7005.062,0.0,20916.36,194.756,10194118376.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,2021,17494420.0,41766.0,41601.454,141549.0,573.0,572.835,2267.25,1483.137,1477.275,25.106,20.354,20.316,395.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251426412.0,860513.0,9150.017,31.308,964003.0,35.086,14.9633,18390.4,191882621.0,102915267.0,13847141.0,0.0,2055392.0,6751135.0,25.26,17.58,7.68,0.0,239751.0,4692350.0,16.624,7190.65,27885.635000000002,6825.5,1070.5449999999998,577.4300000000001,1314367.19,10293.0,110865.1,883.3,0.0,0.0,7063.115,0.0,21089.7,196.37,10278600020.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,2022,30608144.0,24086.0,24338.87,293629.0,123.0,123.16799999999999,3122.56,855.31,864.309,29.474,4.374,4.345,344.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87389939.0,102919.0,3180.33,3.745,317841.0,11.562,5.0771,19758.3,346825597.0,164033158.0,125370978.0,10905602.0,223318.0,17192138.0,84.36,46.69,41.41,38.7,610479.0,8543062.0,30.343,5849.0,27885.635000000002,6825.5,1070.5449999999998,577.4300000000001,1314367.19,10293.0,110865.1,883.3,0.0,0.0,7063.115,0.0,21089.7,196.37,10278600020.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,2023,32222780.0,451.0,451.01,304565.0,5.0,5.005,3138.575,16.021,16.002,29.651,0.179,0.17500000000000002,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73958330.0,40398331.0,36174108.0,8270080.0,0.0,1231098.0,89.71,48.18,43.2,29.37,43709.0,320557.0,1.129,0.0,27885.635000000002,6825.5,1070.5449999999998,577.4300000000001,1314367.19,10293.0,110865.1,883.3,0.0,0.0,7063.115,0.0,21089.7,196.37,10278600020.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,2024,6805568.0,0.0,0.0,64295.0,0.0,0.0,3138.575,0.0,0.0,29.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,5882.723,1439.8999999999999,225.84099999999998,121.81400000000001,277277.462,2171.4,23387.98,186.34,0.0,0.0,1490.027,0.0,4449.06,41.426,2168362196.0,0.0,0.0,0.0,0.0
Croatia,2020,9165409.0,204312.0,201076.289,141769.0,3613.0,3466.708,50693.226,50693.226,49890.389,896.446,896.447,860.152,329.56,0.0,0.0,180591.0,44807.65,0.0,0.0,19509.0,4839.76,75299358.0,977521.0,18546.025,240.762,1000427.0,246.408,33.8488,38235.3,7864.0,7864.0,0.0,0.0,0.0,1105.0,0.2,0.2,,0.0,274.0,1105.0,0.027,15874.25,26688.811999999998,15928.0,7140.088,4725.186000000001,8206466.5139999995,253.39999999999998,91869.084,2023.58,12416.599999999999,14443.8,0.0,2005.48,28413.379999999997,308.062,1458990682.0,-10481.197359999998,-179.89,523.3,-2558.341208
Croatia,2021,134810153.0,488790.0,489214.994,2817522.0,8666.0,8762.422,171970.203,121276.975,121382.423,3046.625,2150.181,2174.102,378.24,0.0,0.0,427059.0,105960.47,0.0,0.0,40799.0,10122.745,558399930.0,1441352.0,137532.355,354.998,2719975.0,669.923,55.9815,5350.6,699589676.0,383318504.0,211884939.0,0.0,3209851.0,4680819.0,117.35,56.06,48.47,0.0,1161383.0,2249577.0,55.816,14875.46,26909.989999999998,16060.0,7199.26,4764.345,8274475.904999999,255.49999999999997,92630.43000000001,2040.35,12519.499999999998,14563.5,0.0,2022.1,28648.85,310.615,1471081765.0,475040.44060000003,591.42,1212.45,117001.0293
Croatia,2022,413118241.0,568664.0,571474.698,5819703.0,5236.0,5285.843,313065.256,141095.056,141792.444,4345.765,1299.139,1311.5,357.35,0.0,0.0,193876.0,48103.886,0.0,0.0,20888.0,5182.896,324899714.0,307282.0,80021.897,75.683,1196598.0,294.716,49.0247,759.7,1716952071.0,751216973.0,664294979.0,594785.0,600199.0,666993.0,132.84,57.58,55.84,14.76,165500.0,65365.0,1.649,5861.08,26909.989999999998,16060.0,7199.26,4764.345,8274475.904999999,255.49999999999997,92630.43000000001,2040.35,12519.499999999998,14563.5,0.0,2022.1,28648.85,310.615,1471081765.0,1064025.294,825.62,630.35,264002.4799
Croatia,2023,465347295.0,47962.0,45561.984,6645699.0,1172.0,1152.294,324965.431,11900.173999999999,11304.693,4636.557,290.79200000000003,285.883,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407388213.0,174098070.0,164335452.0,0.0,5318.0,20825.0,133.35,57.64,55.87,0.0,5159.0,2363.0,0.034,0.0,26909.989999999998,16060.0,7199.26,4764.345,8274475.904999999,255.49999999999997,92630.43000000001,2040.35,12519.499999999998,14563.5,0.0,2022.1,28648.85,310.615,1471081765.0,1217332.91,678.71,111.64999999999999,303679.1788
Croatia,2024,100849056.0,0.0,2400.0,1438899.0,0.0,19.716,324965.431,0.0,595.482,4636.557,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,5676.902,3388.0,1518.748,1005.081,1745574.369,53.9,19541.214,430.43,2641.1,3072.2999999999997,0.0,426.58,6043.73,65.527,310337797.0,0.0,0.0,0.0,0.0
