location,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Lebanon,2022,406636688.0,510867.0,512551.972,3783084.0,1717.0,1731.716,222619.853,93058.438,93365.37,1957.104,312.765,315.405,352.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687596434.0,328897747.0,283157328.0,68325357.0,1201019.0,1486412.0,105.92,49.92,43.98,1244.59,270769.0,513029.0,9.332,11017.36,217014.765,11351.5,3107.6099999999997,1981.9499999999998,4879161.225000001,0.0,97305.715,4639.150000000001,9818.5,14855.500000000002,0.0,1058.5,28809.45,271.56,2003756560.0,0.0,0.0,0.0,0.0
Lebanon,2023,451284541.0,17778.0,17778.026,3978456.0,203.0,203.007,225858.255,3238.4030000000002,3238.396,1994.082,36.978,36.946,2.8099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,217014.765,11351.5,3107.6099999999997,1981.9499999999998,4879161.225000001,0.0,97305.715,4639.150000000001,9818.5,14855.500000000002,0.0,1058.5,28809.45,271.56,2003756560.0,0.0,0.0,0.0,0.0
Lebanon,2024,95472608.0,0.0,0.0,842919.0,0.0,0.0,225858.255,0.0,0.0,1994.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,45781.197,2394.7000000000003,655.578,418.10999999999996,1029302.505,0.0,20527.507,978.6700000000001,2071.2999999999997,3133.9,0.0,223.29999999999998,6077.610000000001,57.288,422710288.0,0.0,0.0,0.0,0.0
Lesotho,2020,257003.0,2577.0,2493.587,8888.0,64.0,63.436,1117.604,1117.605,1081.417,27.756,27.755,27.521,188.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,17928.88,26629.444,8036.4,1631.172,958.2139999999999,1032117.3859999999,21575.2,146655.612,1426.28,144.8,19511.8,766.354,0.0,19667.46,190.774,834709012.0,0.0,0.0,0.0,0.0
Lesotho,2021,5163272.0,25605.0,25309.277,146589.0,601.0,601.599,12222.084,11104.48,10976.267,288.4,260.647,260.914,250.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400088.0,3758721.0,3505841.0,0.0,0.0,825231.0,37.21,33.92,31.55,0.0,357918.0,756707.0,32.844,20904.38,26850.129999999997,8103.0,1644.69,966.155,1040670.845,21754.0,147870.99,1438.1,146.0,19673.5,772.705,0.0,19830.45,192.35500000000002,841626490.0,0.0,0.0,0.0,0.0
Lesotho,2022,12256370.0,6308.0,6687.13,255472.0,41.0,41.019999999999996,14957.764,2735.677,2900.091,306.181,17.782,17.794,71.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10125965.0,553.0,4438.381,0.242,48156.0,21.107,3.1756,5052.0,10028602.0,7526483.0,7770775.0,625956.0,0.0,450800.0,54.62,43.29,40.16,27.15,195605.0,244703.0,10.697000000000001,9276.39,26850.129999999997,8103.0,1644.69,966.155,1040670.845,21754.0,147870.99,1438.1,146.0,19673.5,772.705,0.0,19830.45,192.35500000000002,841626490.0,0.0,0.0,0.0,0.0
Lesotho,2023,12740536.0,1648.0,1645.429,257987.0,3.0,3.003,15672.475,714.711,713.605,307.482,1.301,1.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6631661.0,5051161.0,4672924.0,854752.0,0.0,62235.0,58.07,43.98,40.68,37.06,26987.0,13240.0,0.572,0.0,26850.129999999997,8103.0,1644.69,966.155,1040670.845,21754.0,147870.99,1438.1,146.0,19673.5,772.705,0.0,19830.45,192.35500000000002,841626490.0,0.0,0.0,0.0,0.0
Lesotho,2024,2782626.0,0.0,2.574,54593.0,0.0,0.0,15672.475,0.0,1.116,307.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,5664.273999999999,1709.3999999999999,346.962,203.819,219538.781,4589.2,31194.701999999997,303.38,30.8,4150.3,163.009,0.0,4183.41,40.579,177548602.0,0.0,0.0,0.0,0.0
Liberia,2020,276442.0,1821.0,1817.587,17140.0,89.0,89.01899999999999,343.411,343.413,342.774,16.784,16.787,16.807000000000002,207.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,19550.489999999998,17783.974000000002,6950.4,1106.634,635.672,272509.256,13973.2,98648.258,876.04,543.0,6552.200000000001,430.056,289.6,23204.199999999997,173.76,1919573780.0,0.0,0.0,0.0,0.0
Liberia,2021,1433674.0,4407.0,4366.282,68197.0,198.0,198.016,1174.498,831.087,823.403,54.123,37.342,37.345,215.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5504200.0,4560754.0,3802395.0,0.0,10089.0,882032.0,16.6,14.8,14.24,0.0,166293.0,886105.0,16.725,15658.86,17931.355,7008.0,1115.805,640.94,274767.62,14089.0,99465.785,883.3,547.5,6606.500000000001,433.62,292.0,23396.499999999996,175.2,1935481850.0,0.0,0.0,0.0,0.0
Liberia,2022,2779166.0,1822.0,1866.145,107044.0,7.0,7.0,1518.097,343.602,351.93399999999997,55.444,1.3199999999999998,1.323,104.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139824.0,0.0,26.923,0.0,0.0,0.0,0.0,0.0,48656420.0,45507386.0,40918866.0,27099.0,0.0,3528706.0,84.12,73.62,70.36,0.55,665470.0,2969746.0,56.02,14473.07,17931.355,7008.0,1115.805,640.94,274767.62,14089.0,99465.785,883.3,547.5,6606.500000000001,433.62,292.0,23396.499999999996,175.2,1935481850.0,0.0,0.0,0.0,0.0
Liberia,2023,2929093.0,40.0,39.998,107310.0,0.0,0.0,1525.641,7.5440000000000005,7.553,55.444,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,17931.355,7008.0,1115.805,640.94,274767.62,14089.0,99465.785,883.3,547.5,6606.500000000001,433.62,292.0,23396.499999999996,175.2,1935481850.0,0.0,0.0,0.0,0.0
Liberia,2024,610610.0,0.0,0.0,22638.0,0.0,0.0,1495.467,0.0,0.0,55.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3782.779,1478.3999999999999,235.38899999999998,135.212,57964.676,2972.2000000000003,20983.193,186.34,115.5,1393.7,91.476,61.6,4935.7,36.96,408307130.0,0.0,0.0,0.0,0.0
Libya,2020,7169212.0,97653.0,96544.145,105348.0,1415.0,1395.308,14334.714,14334.712,14171.961,207.711,207.711,204.831,246.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440187.0,0.0,65.359,208093.0,30.893,14.1226,13405.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,25809.3,1311.526,10498.0,1601.488,1019.3919999999999,6473106.257999999,0.0,123754.04400000001,3775.66,0.0,0.0,0.0,1339.4,26393.42,262.08799999999997,2466068528.0,0.0,0.0,0.0,0.0
Libya,2021,85491595.0,287010.0,287598.847,1281458.0,4226.0,4238.276,56465.587,42130.872,42217.319,828.056,620.348,622.158,374.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222135.0,0.0,181.45,0.0,0.0,0.0,0.0,77275752.0,60638380.0,15379834.0,0.0,81613.0,2680477.0,39.34,27.22,12.12,0.0,393461.0,1861596.0,27.341,23085.079999999998,1322.395,10585.0,1614.7600000000002,1027.84,6526750.784999999,0.0,124779.63,3806.95,0.0,0.0,0.0,1350.5,26612.149999999998,264.26,2486505560.0,0.0,0.0,0.0,0.0
Libya,2022,179390742.0,122458.0,122978.021,2316250.0,796.0,803.441,74441.484,17975.899,18052.234,944.902,116.849,117.941,177.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318215.0,0.0,47.244,0.0,0.0,0.0,0.0,194894411.0,128082658.0,65244078.0,4804334.0,119042.0,1067603.0,54.55,33.89,18.05,70.52,156697.0,466431.0,6.853,13331.98,1322.395,10585.0,1614.7600000000002,1027.84,6526750.784999999,0.0,124779.63,3806.95,0.0,0.0,0.0,1350.5,26612.149999999998,264.26,2486505560.0,0.0,0.0,0.0,0.0
Libya,2023,185142293.0,148.0,148.008,2349505.0,0.0,0.0,74463.21,21.728,21.742,944.902,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739158.0,2316327.0,1236102.0,186729.0,0.0,3488.0,54.89,34.0,18.15,2.74,512.0,1152.0,0.016,0.0,1322.395,10585.0,1614.7600000000002,1027.84,6526750.784999999,0.0,124779.63,3806.95,0.0,0.0,0.0,1350.5,26612.149999999998,264.26,2486505560.0,0.0,0.0,0.0,0.0
Libya,2024,39059713.0,0.0,0.0,495649.0,0.0,0.0,74463.21,0.0,0.0,944.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,278.971,2233.0,340.648,216.832,1376876.193,0.0,26323.374000000003,803.11,0.0,0.0,0.0,284.90000000000003,5614.07,55.748,524550488.0,0.0,0.0,0.0,0.0
Liechtenstein,2020,102287.0,2088.0,2014.5810000000001,1140.0,39.0,35.29,53055.52,53055.519,51189.734,990.98,990.979,896.61,141.55,0.0,0.0,507.0,12882.738,0.0,0.0,0.0,0.0,1712769.0,20939.0,43873.28,536.365,20165.0,516.538,14.737,18716.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15895.35,85798.344,0.0,0.0,0.0,0.0,0.0,0.0,2812.74,0.0,0.0,0.0,867.7139999999999,29861.379999999997,332.678,14246510.0,61.40000095,0.4099999999999966,236.51999999999998,1583.167832
Liechtenstein,2021,1210132.0,3971.0,4006.137,21184.0,30.0,33.723,153957.566,100902.047,101795.051,1753.272,762.293,856.68,386.97,0.0,0.0,1083.0,27518.724,0.0,0.0,0.0,0.0,18994045.0,67623.0,486540.251,1732.186,67566.0,1730.727,20.887,16758.0,7940195.0,4215360.0,0.0,212025.0,52614.0,63011.0,160.12,66.46,,538.76,1601071.0,26157.0,66.474,17109.91,86509.38,0.0,0.0,0.0,0.0,0.0,0.0,2836.0499999999997,0.0,0.0,0.0,874.905,30108.85,335.435,14364575.0,598.799982,150.34,8.600000000000005,15331.0456
Liechtenstein,2022,6163609.0,15222.0,15260.255,29959.0,18.0,18.017999999999997,540744.505,386786.944,387759.762,2210.647,457.376,457.38,386.68,0.0,0.0,617.0,15677.81,0.0,0.0,37.0,941.2800000000001,896640.0,2070.0,22967.801,53.024,2027.0,51.923,3.013,33.8,9836886.0,3710275.0,0.0,2610241.0,6879.0,11170.0,188.42,68.0,,6632.57,283827.0,580.0,1.4889999999999999,5819.01,86509.38,0.0,0.0,0.0,0.0,0.0,0.0,2836.0499999999997,0.0,0.0,0.0,874.905,30108.85,335.435,14364575.0,564.400005,86.72,27.859999999999996,14341.253
Liechtenstein,2023,7833714.0,286.0,283.474,31756.0,1.0,0.143,548011.688,7267.182,7201.871,2236.056,25.41,3.63,1.7,0.0,0.0,82.0,2083.597,0.0,0.0,1.0,25.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743029.0,267676.0,0.0,220647.0,0.0,150.0,188.89,68.02,,560.65,3794.0,0.0,0.0,0.0,86509.38,0.0,0.0,0.0,0.0,0.0,0.0,2836.0499999999997,0.0,0.0,0.0,874.905,30108.85,335.435,14364575.0,0.0,0.0,0.0,0.0
Liechtenstein,2024,1661030.0,7.0,9.581,6798.0,1.0,1.8589999999999998,548189.557,177.869,243.21,2261.466,25.41,47.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,18249.924,0.0,0.0,0.0,0.0,0.0,0.0,598.29,0.0,0.0,0.0,184.569,6351.73,70.763,3030335.0,0.0,0.0,0.0,0.0
Lithuania,2020,4570592.0,134219.0,129026.715,54250.0,1617.0,1525.286,48805.88,48805.881,46917.791,587.988,587.99,554.664,314.08,1148.0,417.449,62315.0,22659.522,122.0,44.191,0.0,0.0,172990477.0,1641368.0,62078.275,589.018,1603361.0,575.376,14.734,29555.6,35305.0,35305.0,0.0,0.0,7338.0,9955.0,0.35,0.35,,0.0,3620.0,9955.0,0.363,17219.61,16338.869999999999,15747.0,6878.723999999999,4987.636,10687783.93,253.39999999999998,124162.018,1328.54,7710.6,13756.0,0.0,2374.72,27486.660000000003,319.284,995520996.0,41763.400289,68.94,789.71,14808.303912
Lithuania,2021,106905653.0,381787.0,385621.85,1615823.0,5685.0,5752.879,187634.588,138828.71,140223.189,2655.217,2067.228,2091.908,366.39,21961.0,7985.652,247837.0,90120.64,177.0,64.505,0.0,0.0,1445737898.0,5264614.0,518808.381,1889.221,5256299.0,1886.254,26.506,11668.4,722816201.0,398298076.0,337493877.0,21909729.0,4121653.0,4080033.0,150.25,69.74,66.62,796.57,1483615.0,1908411.0,69.394,17082.68,16474.274999999998,15877.5,6935.73,5028.97,10776356.725,255.49999999999997,125190.98499999999,1339.55,7774.5,13870.0,0.0,2394.3999999999996,27714.45,321.93,1003771170.0,542770.8363,939.4399999999999,1593.78,194775.2495
Lithuania,2022,404865273.0,770216.0,771573.442,3272732.0,2167.0,2190.847,467707.227,280072.635,280566.239,3443.2,787.985,796.679,365.29,5831.0,2120.319,76961.0,27985.224,249.0,90.876,0.0,0.0,1396144311.0,1812204.0,501011.544,650.319,1855778.0,665.957,47.63,857.0,1494346294.0,651466398.0,625733632.0,307061539.0,403094.0,454509.0,165.08,71.14,68.36,11165.56,165269.0,42873.0,1.554,5174.99,16474.274999999998,15877.5,6935.73,5028.97,10776356.725,255.49999999999997,125190.98499999999,1339.55,7774.5,13870.0,0.0,2394.3999999999996,27714.45,321.93,1003771170.0,1029306.0329999999,1106.63,936.27,374285.2071
Lithuania,2023,482467963.0,73008.0,73008.019,3528904.0,304.0,304.01,494255.03,26547.806,26547.808,3553.743,110.545,110.579,2.02,366.0,133.09199999999998,7542.0,2742.485,416.0,149.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166167982.0,501050081.0,481413810.0,241891556.0,54173.0,63246.0,167.38,71.2,68.4,8795.94,22995.0,1707.0,0.029,0.0,16474.274999999998,15877.5,6935.73,5028.97,10776356.725,255.49999999999997,125190.98499999999,1339.55,7774.5,13870.0,0.0,2394.3999999999996,27714.45,321.93,1003771170.0,1277565.192,993.93,472.74,469977.83749999997
Lithuania,2024,104904858.0,6141.0,5935.2789999999995,753725.0,28.0,27.149,496488.074,2233.045,2158.247,3563.925,10.183,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299282316.0,127284699.0,122270822.0,61654974.0,1314.0,1744.0,167.44,71.21,68.4,2241.85,627.0,108.0,0.0,0.0,4242.69,4089.0,1786.1879999999999,1295.132,2775280.91,65.8,32240.965999999997,344.98,2002.2,3572.0,0.0,616.64,7137.420000000001,82.908,258505452.0,0.0,0.0,0.0,0.0
Low income,2020,45663172.0,394008.0,389308.864,1277040.0,10065.0,9947.585,534.172,534.173,527.793,13.646,13.647,13.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267012973800.0,0.0,0.0,0.0,0.0
Low income,2021,396859171.0,1322255.0,1316078.575,9766695.0,31792.0,31866.025,2326.805,1792.635,1784.242,56.747,43.1,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6014112680.0,4343253008.0,1777124903.0,0.0,80059398.0,78381749.0,10.34,7.52,3.76,0.0,106267.0,57959401.0,7.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269225788500.0,0.0,0.0,0.0,0.0
Low income,2022,792411735.0,550184.0,561059.555,17072521.0,5888.0,5931.423,3072.592,745.9060000000001,760.664,64.728,7.982,8.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63168334638.0,46310792506.0,36088238201.0,2388645454.0,181443485.0,182404424.0,34.68,25.87,21.44,323.83,247292.0,135245531.0,18.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269225788500.0,0.0,0.0,0.0,0.0
Low income,2023,841392118.0,58655.0,58383.314,17496707.0,287.0,284.433,3151.754,79.519,79.126,65.118,0.386,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101074044738.0,73723467732.0,62252998485.0,8205079816.0,70901161.0,68877317.0,45.16,32.72,27.75,1112.21,93382.0,45976749.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269225788500.0,0.0,0.0,0.0,0.0
Low income,2024,179114925.0,2586.0,2608.286,3698972.0,11.0,13.578,3155.26,3.507,3.544,65.132,0.014000000000000002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56795577300.0,0.0,0.0,0.0,0.0
Lower middle income,2020,1669219093.0,16795319.0,16670554.73,34058003.0,314895.0,312532.456,4893.602,4893.601,4857.271,91.75,91.75,91.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242419222600.0,0.0,0.0,0.0,0.0
Lower middle income,2021,15678814236.0,48548949.0,48624080.28,272224430.0,868089.0,869342.148,19039.165,14145.562,14167.442,344.683,252.929,253.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315222561488.0,210542741969.0,103982427294.0,533416953.0,2849743807.0,2806183627.0,82.03,47.03,34.53,15.52,817628.0,1617543215.0,47.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252715514500.0,0.0,0.0,0.0,0.0
Lower middle income,2022,32765024673.0,31072545.0,31122177.986,473407702.0,147509.0,148618.413,28092.681,9053.515,9067.953,387.662,42.979,43.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505028484580.0,745603193901.0,643529071882.0,126851950714.0,1931453327.0,1974092650.0,138.6,64.69,57.62,3696.1,575187.0,608712079.0,17.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252715514500.0,0.0,0.0,0.0,0.0
Lower middle income,2023,35461834512.0,1118818.0,1109199.987,488046032.0,10483.0,10421.281,28399.663,325.988,323.209,390.707,3.053,3.0060000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1787715357569.0,826501534248.0,742208782076.0,240614770888.0,166655260.0,162340256.0,144.17,66.47,59.8,7010.79,47308.0,51814525.0,1.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252715514500.0,0.0,0.0,0.0,0.0
Lower middle income,2024,7507694165.0,47585.0,55606.141,103273156.0,410.0,460.557,28413.528,13.864,16.208,390.826,0.11800000000000001,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465134988037.0,214444453502.0,192927440122.0,63818510523.0,130470.0,109455.0,144.18,66.47,59.8,1859.3200000000002,24.0,15438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322617146200.0,0.0,0.0,0.0,0.0
Luxembourg,2020,2706049.0,38383.0,38014.73,31553.0,285.0,279.577,59269.519,59269.519,58700.833,440.086,440.084,431.715,325.95,4448.0,6868.41,26443.0,40832.243,288.0,446.233,2254.0,3489.323,170589922.0,1651637.0,266829.851,2583.421,1633302.0,2554.743,9.562,48196.1,2503.0,2503.0,0.0,0.0,799.0,1019.0,0.19,0.19,,0.0,1573.0,1019.0,0.158,15638.89,83783.814,14371.400000000001,5180.9439999999995,3562.804,34128623.33,72.4,46435.55,1600.04,7565.799999999999,9412.0,0.0,1632.62,29774.5,331.59200000000004,234431562.0,-5124.399604,-384.02,169.48000000000002,-8128.793582
Luxembourg,2021,23499653.0,57505.0,57440.007,186541.0,350.0,354.585,148066.479,88796.963,88696.61,980.542,540.452,547.556,399.44,5239.0,8089.836,20731.0,32011.997,366.0,567.0889999999999,2109.0,3267.753,1078240891.0,2171646.0,1686540.7,3396.806,2177140.0,3405.397,11.747,24852.0,171120700.0,93007812.0,938896.0,6079573.0,1000958.0,1058363.0,166.23,71.71,5.85,938.71,1634283.0,462085.0,71.347,16805.82,84478.155,14490.500000000002,5223.88,3592.3300000000004,34411457.225,73.0,46820.375,1613.3,7628.499999999999,9490.0,0.0,1646.1499999999999,30021.25,334.34000000000003,236374365.0,1607.3999947,32.35,-90.16000000000001,2514.1945416
Luxembourg,2022,101245545.0,268979.0,269412.26900000003,309314.0,320.0,320.848,563413.275,415346.796,416015.841,1474.673,494.128,495.454,374.15,1319.0,2036.688,10384.0,16034.556,139.0,215.364,1351.0,2093.285,709512991.0,476597.0,1109791.469,745.472,484449.0,757.753,52.581,585.2,420116694.0,154609674.0,0.0,127076777.0,282016.0,312258.0,211.74,74.41,,19622.69,482181.0,19231.0,2.938,8854.6,84478.155,14490.500000000002,5223.88,3592.3300000000004,34411457.225,73.0,46820.375,1613.3,7628.499999999999,9490.0,0.0,1646.1499999999999,30021.25,334.34000000000003,236374365.0,-3357.7995087,-26.69,-212.65,-5184.9819552
Luxembourg,2023,139104207.0,25170.0,24873.424,363432.0,45.0,45.003,602279.799,38866.522,38408.592,1544.161,69.486,69.496,0.83,94.0,145.145,1392.0,2149.475,14.0,21.69,202.0,312.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93401516.0,32771230.0,462702.0,31156401.0,3113.0,3324.0,212.25,74.42,71.45,4811.06,5133.0,54.0,0.0,0.0,84478.155,14490.500000000002,5223.88,3592.3300000000004,34411457.225,73.0,46820.375,1613.3,7628.499999999999,9490.0,0.0,1646.1499999999999,30021.25,334.34000000000003,236374365.0,-17720.79801,-107.4,-303.19,-27064.11563
Luxembourg,2024,30092736.0,1192.0,1470.569,77000.0,0.0,0.0,604120.438,1840.64,2270.793,1544.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,17821.419,3056.9,1102.024,757.8340000000001,7259403.305,15.4,9877.175000000001,340.34,1609.3,2002.0,0.0,347.27,6333.25,70.532,49865277.0,0.0,0.0,0.0,0.0
Macao,2021,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68696908.0,38757084.0,28317217.0,0.0,551303.0,970509.0,139.91,70.93,66.4,0.0,1396049.0,454084.0,65.313,9126.11,6718792.482,12818.400000000001,3203.946,1632.0569999999998,34289825.276999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27546.48,0.0,227323860.0,-400.2999863,-11.72,17.6,-583.0041582
Macao,2022,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288636755.0,126609779.0,115214833.0,44512480.0,367528.0,811881.0,256.82,97.31,91.87,6403.01,1167877.0,180672.0,26.003,15742.69,7499569.59,14308.000000000002,3576.27,1821.715,38274575.614999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30747.6,0.0,253740700.0,1107.4000335,16.61,318.91,1592.968802
